ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,channel_id,order_id,flags,ts_in_delta,sequence,symbol
2025-07-17T13:28:46.018003119Z,2025-07-17T13:28:46.017837874Z,160,2,1108,A,A,19.440000000,100,0,41372549,130,165245,26615283,ARL
2025-07-17T13:28:46.022262428Z,2025-07-17T13:28:46.022095254Z,160,2,1108,A,B,10.050000000,700,0,41375793,128,167174,26616844,ARL
2025-07-17T13:28:46.022988063Z,2025-07-17T13:28:46.022822832Z,160,2,1108,A,A,16.300000000,700,0,41375973,130,165231,26617168,ARL
2025-07-17T13:28:46.025981579Z,2025-07-17T13:28:46.025816567Z,160,2,1108,A,B,11.760000000,100,0,41376297,130,165012,26618403,ARL
2025-07-17T13:28:46.026037162Z,2025-07-17T13:28:46.025870563Z,160,2,1108,C,B,7.740000000,100,0,23616197,0,166599,26618436,ARL
2025-07-17T13:28:46.026037162Z,2025-07-17T13:28:46.025870563Z,160,2,1108,A,B,8.470000000,100,0,41376333,130,166599,26618436,ARL
2025-07-17T13:28:46.026038058Z,2025-07-17T13:28:46.025872146Z,160,2,1108,C,B,7.740000000,100,0,23622101,0,165912,26618438,ARL
2025-07-17T13:28:46.026038058Z,2025-07-17T13:28:46.025872146Z,160,2,1108,A,B,8.470000000,100,0,41376337,130,165912,26618438,ARL
2025-07-17T13:28:46.026039687Z,2025-07-17T13:28:46.025873388Z,160,2,1108,C,B,7.740000000,100,0,24102329,0,166299,26618439,ARL
2025-07-17T13:28:46.026039687Z,2025-07-17T13:28:46.025873388Z,160,2,1108,A,B,8.470000000,100,0,41376341,128,166299,26618439,ARL
2025-07-17T13:28:46.026045679Z,2025-07-17T13:28:46.025874774Z,160,2,1108,C,B,7.740000000,100,0,31960841,0,170905,26618441,ARL
2025-07-17T13:28:46.026045679Z,2025-07-17T13:28:46.025874774Z,160,2,1108,A,B,8.470000000,100,0,41376345,0,170905,26618441,ARL
2025-07-17T13:28:46.026045679Z,2025-07-17T13:28:46.025875041Z,160,2,1108,C,B,7.740000000,100,0,33574717,0,170638,26618442,ARL
2025-07-17T13:28:46.026045679Z,2025-07-17T13:28:46.025875041Z,160,2,1108,A,B,8.470000000,100,0,41376349,0,170638,26618442,ARL
2025-07-17T13:28:46.026045679Z,2025-07-17T13:28:46.025875401Z,160,2,1108,C,B,7.740000000,100,0,38041417,0,170278,26618443,ARL
2025-07-17T13:28:46.026045679Z,2025-07-17T13:28:46.025875401Z,160,2,1108,A,B,8.470000000,100,0,41376353,0,170278,26618443,ARL
2025-07-17T13:28:46.026045679Z,2025-07-17T13:28:46.025877502Z,160,2,1108,C,B,7.740000000,100,0,40617777,0,168177,26618447,ARL
2025-07-17T13:28:46.026045679Z,2025-07-17T13:28:46.025877502Z,160,2,1108,A,B,8.470000000,100,0,41376357,130,168177,26618447,ARL
2025-07-17T13:28:46.027725683Z,2025-07-17T13:28:46.027560174Z,160,2,1108,C,B,9.990000000,100,0,41000165,0,165509,26619144,ARL
2025-07-17T13:28:46.027725683Z,2025-07-17T13:28:46.027560174Z,160,2,1108,A,B,10.930000000,100,0,41376501,130,165509,26619144,ARL
2025-07-17T13:28:46.029726785Z,2025-07-17T13:28:46.029556957Z,160,2,1108,C,B,9.670000000,100,0,40999441,0,169828,26619966,ARL
2025-07-17T13:28:46.029726785Z,2025-07-17T13:28:46.029556957Z,160,2,1108,A,B,10.580000000,100,0,41376725,128,169828,26619966,ARL
2025-07-17T13:28:46.029775250Z,2025-07-17T13:28:46.029609064Z,160,2,1108,C,B,7.840000000,100,0,41306441,0,166186,26619999,ARL
2025-07-17T13:28:46.029775250Z,2025-07-17T13:28:46.029609064Z,160,2,1108,A,B,8.580000000,100,0,41376733,130,166186,26619999,ARL
2025-07-17T13:28:46.031239452Z,2025-07-17T13:28:46.031073916Z,160,2,1108,C,B,9.130000000,100,0,41032049,0,165536,26620530,ARL
2025-07-17T13:28:46.031239452Z,2025-07-17T13:28:46.031073916Z,160,2,1108,A,B,9.990000000,100,0,41376769,130,165536,26620530,ARL
2025-07-17T13:28:46.038120992Z,2025-07-17T13:28:46.037954661Z,160,2,1108,C,B,9.670000000,100,0,41021369,0,166331,26623213,ARL
2025-07-17T13:28:46.038120992Z,2025-07-17T13:28:46.037954661Z,160,2,1108,A,B,10.580000000,100,0,41377117,128,166331,26623213,ARL
2025-07-17T13:28:46.043024422Z,2025-07-17T13:28:46.042858782Z,160,2,1108,C,B,9.990000000,100,0,41021837,0,165640,26625366,ARL
2025-07-17T13:28:46.043024422Z,2025-07-17T13:28:46.042858782Z,160,2,1108,A,B,10.930000000,100,0,41379985,130,165640,26625366,ARL
2025-07-17T13:28:52.312460374Z,2025-07-17T13:28:52.312295020Z,160,2,1108,A,B,10.750000000,700,0,41507073,130,165354,26806665,ARL
2025-07-17T13:28:52.312496032Z,2025-07-17T13:28:52.312330796Z,160,2,1108,C,B,10.050000000,700,0,41375793,130,165236,26806666,ARL
2025-07-17T13:28:52.512457909Z,2025-07-17T13:28:52.512292648Z,160,2,1108,A,B,10.990000000,700,0,41509393,130,165261,26808221,ARL
2025-07-17T13:28:52.513255552Z,2025-07-17T13:28:52.513090520Z,160,2,1108,C,B,10.750000000,700,0,41507073,130,165032,26808222,ARL
2025-07-17T13:28:53.957233148Z,2025-07-17T13:28:53.957067631Z,160,2,1108,A,A,16.150000000,700,0,41528029,130,165517,26835971,ARL
2025-07-17T13:28:53.957281517Z,2025-07-17T13:28:53.957116061Z,160,2,1108,C,A,18.320000000,700,0,40846101,130,165456,26835974,ARL
2025-07-17T13:28:54.128476219Z,2025-07-17T13:28:54.128310778Z,160,2,1108,A,B,9.990000000,700,0,41530665,130,165441,26850111,ARL
2025-07-17T13:28:54.128503934Z,2025-07-17T13:28:54.128338727Z,160,2,1108,C,B,9.290000000,700,0,40851989,130,165207,26850112,ARL
2025-07-17T13:28:54.328652337Z,2025-07-17T13:28:54.328487063Z,160,2,1108,A,B,10.260000000,700,0,41533513,130,165274,26851888,ARL
2025-07-17T13:28:54.328684086Z,2025-07-17T13:28:54.328519057Z,160,2,1108,C,B,9.990000000,700,0,41530665,130,165029,26851889,ARL
2025-07-17T13:28:54.477620754Z,2025-07-17T13:28:54.477455479Z,160,2,1108,A,B,11.140000000,700,0,41534785,130,165275,26853475,ARL
2025-07-17T13:28:54.478018001Z,2025-07-17T13:28:54.477852651Z,160,2,1108,C,B,10.180000000,700,0,41371221,130,165350,26853478,ARL
2025-07-17T13:28:54.528708243Z,2025-07-17T13:28:54.528542919Z,160,2,1108,A,B,10.530000000,700,0,41535173,130,165324,26853925,ARL
2025-07-17T13:28:54.528736554Z,2025-07-17T13:28:54.528571375Z,160,2,1108,C,B,10.260000000,700,0,41533513,130,165179,26853926,ARL
2025-07-17T13:28:54.728740313Z,2025-07-17T13:28:54.728575124Z,160,2,1108,A,B,10.800000000,700,0,41537525,130,165189,26856081,ARL
2025-07-17T13:28:54.728816275Z,2025-07-17T13:28:54.728651317Z,160,2,1108,C,B,10.530000000,700,0,41535173,130,164958,26856082,ARL
2025-07-17T13:28:54.928577406Z,2025-07-17T13:28:54.928412211Z,160,2,1108,A,B,11.070000000,700,0,41539477,130,165195,26858349,ARL
2025-07-17T13:28:54.928653303Z,2025-07-17T13:28:54.928488170Z,160,2,1108,C,B,10.800000000,700,0,41537525,130,165133,26858351,ARL
2025-07-17T13:29:00.583276463Z,2025-07-17T13:29:00.583110843Z,160,2,1108,A,B,10.840000000,100,0,41635065,130,165620,27000961,ARL
2025-07-17T13:29:00.583289800Z,2025-07-17T13:29:00.583124331Z,160,2,1108,A,A,16.490000000,100,0,41635069,130,165469,27000962,ARL
2025-07-17T13:29:31.666650984Z,2025-07-17T13:29:31.666485583Z,160,2,1108,A,B,11.050000000,100,0,42089321,130,165401,27592251,ARL
2025-07-17T13:29:31.666676040Z,2025-07-17T13:29:31.666510533Z,160,2,1108,A,A,16.220000000,100,0,42089325,130,165507,27592252,ARL
2025-07-17T13:29:32.011253336Z,2025-07-17T13:29:32.011088073Z,160,2,1108,A,B,11.290000000,100,0,42099317,130,165263,27599196,ARL
2025-07-17T13:29:32.011257301Z,2025-07-17T13:29:32.011092154Z,160,2,1108,A,A,15.910000000,100,0,42099321,130,165147,27599197,ARL
2025-07-17T13:29:39.840138413Z,2025-07-17T13:29:39.839973111Z,160,2,1108,A,B,8.470000000,100,0,42202297,130,165302,27759427,ARL
2025-07-17T13:29:40.000349567Z,2025-07-17T13:29:40.000183284Z,160,2,1108,A,A,19.580000000,100,0,42204681,130,166283,27760200,ARL
2025-07-17T13:29:55.529348997Z,2025-07-17T13:29:55.529183618Z,160,2,1108,A,B,11.520000000,100,0,42446497,130,165379,28123971,ARL
2025-07-17T13:29:55.529365902Z,2025-07-17T13:29:55.529200619Z,160,2,1108,A,A,15.610000000,100,0,42446501,130,165283,28123973,ARL
2025-07-17T13:29:59.677450683Z,2025-07-17T13:29:59.677285294Z,160,2,1108,A,B,10.110000000,100,0,42583289,130,165389,28321241,ARL
2025-07-17T13:29:59.677457187Z,2025-07-17T13:29:59.677290064Z,160,2,1108,A,A,17.450000000,100,0,42583293,128,167123,28321242,ARL
2025-07-17T13:30:00.093085479Z,2025-07-17T13:30:00.092900330Z,160,2,1108,A,B,11.010000000,100,0,42674817,128,185149,28409476,ARL
2025-07-17T13:30:00.093164566Z,2025-07-17T13:30:00.092988904Z,160,2,1108,A,A,16.100000000,100,0,42674989,128,175662,28409593,ARL
2025-07-17T13:30:00.412816741Z,2025-07-17T13:30:00.412637542Z,160,2,1108,A,A,19.580000000,100,0,42946053,128,179199,28676200,ARL
